Monsoon_Intensity,Topography_Drainage,River_Management,Deforestation,Urbanization,Climate_Change,Dams_Quality,Siltation,Agricultural_Practices,Encroachments,Ineffective_Disaster_Preparedness,Drainage_Systems,Coastal_Vulnerability,Landslides,Watersheds,Deteriorating_Infrastructure,Population_Score,Wetland_Loss,Inadequate_Planning,Political_Factors,Flood_Probability,Annual_Rainfall,Seasonal_Rainfall,Temperature,Humidity,Cloud_Visibility,Flood
2,3,6,4,8,6,9,3,4,7,6,6,1,4,2,8,9,6,10,5,0.545,1430.8,802.1,30.2,56.5,9.8,1
6,8,6,1,3,,4,1,5,3,8,9,6,5,2,4,6,7,4,4,0.465,2182.7,1254.4,22.5,79.7,7.9,0
8,2,8,5,5,3,5,6,7,3,7,5,10,6,10,5,4,5,4,1,0.545,2609.5,1469.5,24.9,81.9,6.3,1
12,6,7,2,7,9,5,1,5,7,6,5,3,4,11,7,6,3,5,6,0.585,3701.7,2124.1,29.7,99,4.1,1
4,2,2,3,6,6,5,1,7,5,8,3,5,4,5,2,3,7,5,9,0.46,1873.5,1066.1,27.4,71.5,7.6,0
4,8,12,2,3,6,4,5,5,3,5,2,9,6,5,6,3,4,4,1,0.485,1882.7,1110.9,27.6,65.2,8,0
5,4,7,6,4,4,6,1,5,6,4,8,7,7,2,8,7,5,5,8,0.545,2041.6,1204.7,25.3,66.7,7.6,1
5,8,6,8,1,8,1,3,,2,4,6,6,4,12,4,5,7,6,3,0.515,2213.4,1326.2,29,78.8,7.3,1
6,4,6,6,6,3,10,9,6,4,5,6,1,5,7,4,6,6,2,5,0.535,2207.8,1290.5,24.1,71.1,7.4,1
7,4,4,2,2,4,7,6,4,2,4,3,6,5,5,6,9,9,2,7,0.49,2459.5,1421.9,24.6,91.4,6.6,0
2,1,6,6,8,6,6,1,,5,4,9,3,8,6,3,3,6,3,5,0.46,1414.2,798.5,30.2,58.6,7.9,0
6,4,2,4,5,5,9,6,3,0,3,5,7,6,7,4,4,4,4,7,0.475,2285.5,1339.5,27.5,78.7,7.1,0
2,4,6,3,3,5,4,3,3,7,10,8,3,6,6,4,7,5,6,7,0.51,1408.5,796.4,27.8,55.5,9.1,1
5,3,7,7,5,8,2,5,6,7,7,5,4,2,5,7,7,9,3,9,0.565,2180.4,1267.5,29.3,73.2,6.9,1
,11,7,6,3,3,8,4,7,7,6,4,8,8,5,4,8,6,4,6,0.59,1575,933.2,26,63.1,8.7,1
3,5,5,3,6,5,4,3,1,4,2,5,7,2,3,8,5,2,6,6,0.425,1680.2,942.9,27.3,59.4,8.4,0
3,7,5,1,6,6,6,8,3,6,2,7,6,8,2,8,5,2,5,5,0.505,1741.8,965.4,28.9,56.3,8.6,1
6,5,5,,2,7,3,0,4,1,3,4,2,4,3,2,5,2,7,7,0.375,2422.5,1381.4,28.5,71,6.3,0
3,5,2,5,4,2,4,5,5,3,2,5,8,2,5,3,6,4,3,4,0.4,1517.8,876.5,24.3,62.5,8.9,0
2,4,6,2,3,4,8,4,3,6,4,6,5,4,6,4,6,3,5,4,0.445,1371.2,767.3,25.3,56.9,8.8,0
6,3,5,4,8,4,3,7,8,5,7,7,6,1,3,1,8,5,11,5,0.535,2338.9,1348.7,26.5,72.4,7.1,1
6,3,7,8,5,12,10,4,8,6,3,2,5,4,6,7,9,6,4,6,0.605,2510.9,1467.6,32.2,76.2,5.8,1
8,4,4,3,5,7,4,3,4,6,5,6,7,5,1,3,6,9,3,4,0.485,2802.4,1570.4,29.6,87.2,5.5,0
7,7,5,5,4,5,1,2,2,9,5,6,4,5,7,4,5,5,4,2,0.47,2535.8,1471,27.9,79.9,6.4,0
4,8,,10,1,3,4,4,6,6,8,2,4,4,1,3,8,5,4,2,0.455,1794.1,1024.1,26,69.9,8.9,0
8,4,3,2,7,3,2,,4,6,8,8,4,3,9,5,2,7,5,4,0.485,2616.8,1552.4,26.2,86,7,0
7,3,8,3,7,4,3,8,5,4,4,5,4,6,8,4,7,8,5,5,0.54,2493.4,1420.5,25.3,81.1,7.2,1
5,7,8,5,5,1,5,4,4,6,7,6,3,4,3,10,6,11,5,1,0.53,1936.7,1152.1,24.2,81.3,7.5,1
3,1,4,4,2,3,5,5,2,4,1,4,6,5,6,7,4,6,6,5,0.415,1522.6,883.6,24,67.2,8.1,0
7,4,6,7,4,,3,3,3,5,4,4,4,2,3,6,7,4,8,2,0.445,2465.7,1413,25.1,74.2,6.8,0
0,4,3,4,5,2,2,2,4,7,1,3,3,4,5,4,2,5,7,6,0.365,887,498.5,24.4,51.2,10,0
8,3,6,4,2,6,5,2,4,9,3,4,6,5,4,4,5,3,3,2,0.44,2798.4,1597.4,25.8,80,5.9,0
6,3,6,6,3,2,4,8,5,,5,8,4,5,2,3,5,2,3,3,0.44,2183.2,1243.4,23.6,71.6,7.2,0
8,9,8,5,5,4,2,6,6,1,3,4,4,6,5,2,5,3,4,8,0.49,2723.5,1556.8,26.5,82.6,6.3,0
3,3,5,5,7,7,4,1,8,2,9,7,2,2,3,9,5,4,2,5,0.465,1779.4,1004.6,29.3,63.9,7.9,0
5,6,8,7,4,6,14,4,2,4,7,5,2,2,4,2,3,7,8,2,0.51,2097.5,1219.5,28.9,76.2,8.1,1
6,3,4,4,6,6,3,3,3,3,4,3,10,3,5,1,2,3,6,3,0.405,2242.1,1272.2,28.9,76.7,7.4,0
0,4,7,7,7,2,6,7,8,1,5,5,4,7,6,4,8,4,8,4,0.52,847.9,4898.16,25.6,54.4,10,1
6,3,6,1,9,2,2,1,6,4,3,6,7,7,8,4,4,7,5,7,0.49,2188.1,1261.4,26,81.4,7.3,0
8,5,5,7,4,5,4,,3,5,6,4,2,5,5,7,6,3,4,3,0.49,2739,1575,25.5,79.3,5.1,0
5,2,4,5,2,4,5,5,8,1,8,4,2,5,5,3,4,3,6,4,0.425,2034.5,1198.7,26.6,71.8,7.7,0
11,3,6,8,5,4,7,6,7,2,7,5,5,2,7,7,8,3,2,6,0.555,3309.3,1936.4,25.7,96,0.2,1
6,3,10,7,7,8,4,9,4,2,2,4,3,6,6,4,4,2,2,3,0.48,2387.2,1404.4,28.7,70.5,6.5,0
7,5,3,7,5,5,1,2,9,4,2,6,5,7,6,4,2,2,5,8,0.475,2499.4,1493.3,27.7,75.6,6.2,0
9,2,2,,7,2,3,5,6,7,7,8,5,7,9,8,5,5,4,2,0.53,2839.5,1627.2,25.4,91.7,6.4,1
6,4,8,2,3,3,3,8,5,4,8,2,5,3,5,5,1,9,6,8,0.49,2295.1,1350.9,24.6,81.6,7.5,0
4,6,4,8,4,5,3,6,5,7,7,8,5,5,7,1,6,4,3,7,0.525,1796.7,4898.16,27.9,71.7,7.7,1
5,5,3,1,2,4,3,8,7,6,2,6,2,7,4,8,6,2,4,2,0.435,2016.1,1176.4,25.2,66.6,7.4,0
4,5,6,7,6,4,8,4,2,6,2,5,4,5,2,2,9,6,4,6,0.485,1799.2,1015.9,27.9,69.6,7.6,0
8,4,3,7,3,6,2,5,,3,5,2,7,3,4,3,6,6,3,10,0.46,2861.3,1679.6,27.6,86.9,5.1,0
7,2,2,2,8,9,6,2,7,4,3,8,5,7,7,9,5,5,4,9,0.555,2619.5,1487.1,30.6,80.8,6.1,1
4,4,7,5,7,4,11,4,6,6,4,3,6,4,1,7,8,3,4,6,0.52,1838.3,1067.3,27.4,69.2,8.1,1
7,3,4,3,9,12,2,6,2,3,4,1,9,5,4,5,3,5,7,5,0.495,2712.4,1555.9,34.6,87,5.4,0
6,1,5,5,5,3,7,3,9,2,10,9,5,6,7,6,2,9,3,4,0.535,2156.1,1244.3,25.8,81.3,6.8,1
3,6,7,6,4,4,7,6,11,7,3,6,4,3,6,6,6,6,5,3,0.545,1638.6,932.1,26.5,70.2,8.4,1
3,6,2,5,1,3,6,4,4,4,5,5,3,5,4,6,5,4,3,2,0.4,1598.7,895.8,24.2,63.9,8.9,0
6,8,4,8,5,6,6,4,2,11,7,6,5,11,8,9,1,7,2,3,0.595,2309.7,1321.5,27.8,81.6,7.2,1
3,2,8,,6,4,5,6,5,5,10,8,5,3,11,4,1,4,3,3,0.5,1534.9,882.6,27.7,58.9,7.9,1
6,7,6,6,3,2,2,7,3,7,6,3,7,6,1,7,3,6,5,4,0.485,2211.5,1326.3,23.9,75.3,7.5,0
10,3,5,4,4,1,6,6,3,2,3,4,4,6,6,1,12,7,2,5,0.47,3069.4,1796.4,23.7,93.6,4.7,0
11,4,1,11,9,9,5,2,5,8,3,4,8,6,5,4,7,9,8,4,0.615,3526.5,2048.9,32,98.6,3.6,1
5,4,5,6,8,6,6,7,4,7,0,7,6,3,3,2,6,2,6,6,0.495,2117.9,1193.5,28.3,74.9,7.6,0
4,4,9,8,1,6,,5,2,5,2,3,7,11,5,4,6,7,5,4,0.52,1886.1,1070.3,26.1,67.8,0.2,1
8,3,6,5,14,1,6,3,1,6,6,7,5,5,5,7,5,3,4,7,0.535,2614.1,1527.9,46.8,75.4,7.1,1
3,3,2,4,8,4,6,2,3,4,5,10,3,4,7,4,6,7,3,7,0.475,1589.9,934.9,28.9,70.7,8.3,0
2,4,2,6,5,10,2,2,6,6,6,3,6,6,6,7,5,6,2,7,0.495,1589.1,923.7,31.6,61.1,7.7,0
3,5,6,2,8,8,7,4,5,4,6,1,4,7,7,3,7,8,5,9,0.545,1708.4,970.3,30.3,68.1,7.4,1
9,5,12,10,7,2,6,3,3,5,3,4,3,8,3,4,6,7,3,6,0.545,2855.3,1666.3,25,85.9,6.4,1
3,5,7,4,10,6,5,4,5,4,2,5,5,2,7,2,5,3,2,8,0.47,1671.7,951.8,31.2,61.5,7.7,0
4,1,6,7,5,5,4,4,2,6,5,6,3,2,7,4,6,1,5,3,0.43,1877.4,1139.1,26.6,62.5,7.6,0
5,1,8,3,4,5,8,9,3,1,4,4,6,4,6,3,6,4,5,3,0.46,8520.3,1197,27.3,68.9,7.3,0
8,8,4,3,11,8,5,10,6,2,3,3,7,9,6,5,3,6,8,7,0.61,2775.3,1587.2,31.8,88.1,5.2,1
11,4,5,,8,4,3,10,3,5,5,6,2,5,3,7,4,2,5,3,0.5,3343.4,1942.4,25.9,88.1,5.1,1
7,5,4,6,1,6,5,6,4,6,2,4,5,6,3,5,4,11,5,8,0.515,2599.3,1501.6,27.5,92,6.8,1
5,1,5,7,6,5,3,11,1,7,10,6,4,4,7,4,7,3,4,7,0.535,8520.3,1178.4,27.9,73.6,7.3,1
5,7,3,8,5,6,6,9,4,3,7,3,6,5,3,2,5,4,2,3,0.48,2060.1,1195.9,28.4,74.9,7.1,0
,5,6,6,3,6,3,7,6,4,5,6,5,5,4,7,8,2,7,3,0.515,2094.1,1196.7,27.1,68.4,7.2,1
,5,7,4,7,2,3,5,7,3,5,7,2,3,5,4,6,2,9,1,0.475,2624.7,1486.1,24.8,82.9,6.6,0
3,7,5,6,5,2,7,5,8,4,8,5,2,3,4,3,5,12,3,10,0.535,1477.1,886.1,26.1,77.3,8.8,1
5,6,3,3,5,3,2,6,4,6,5,5,5,7,11,5,1,1,5,5,0.465,2012.8,1183.7,26.1,65.6,7.8,0
4,8,3,2,7,8,6,2,5,3,5,7,3,4,3,3,6,5,12,2,0.49,1996.8,1181,30.6,70.4,6.8,0
8,8,,6,5,5,6,5,5,5,4,7,4,5,5,4,4,5,6,4,0.525,2714.1,1541.1,27.2,84.6,6.5,1
6,7,5,2,7,6,5,3,3,4,6,7,2,4,5,3,6,8,5,8,0.51,2317.5,1341.1,28,79.5,7.1,1
3,4,3,3,0,6,2,10,5,4,2,2,4,8,5,6,4,4,12,6,0.465,1641.5,948,26.7,64.5,8.4,0
2,8,3,6,4,6,6,6,8,2,4,9,3,4,4,9,6,3,6,5,0.52,1419,811.2,27.9,59.7,8.4,1
2,6,7,6,6,4,2,,9,0,6,7,3,4,3,6,6,4,5,2,0.455,1357.3,748.3,28.1,62.3,9,0
5,7,4,7,2,6,4,9,9,5,9,6,6,5,3,3,5,7,4,8,0.57,2165.7,1240,27.7,73.7,7.1,1
5,9,,5,6,5,5,1,6,4,4,4,7,4,4,2,5,4,5,5,0.465,2069.6,1208.4,27.2,72.7,7.5,0
2,5,7,5,9,6,6,4,4,6,5,3,5,5,8,3,3,7,4,8,0.525,1401,822.4,29.1,60.1,9.3,1
6,8,5,3,6,3,6,2,1,3,2,5,4,6,8,6,4,8,4,3,0.465,2253.4,1321,25.8,88.7,7.4,0
2,4,1,6,3,,7,11,9,4,4,3,3,8,4,9,6,1,3,3,0.495,1441.8,862.2,30.7,51.2,8.7,0
3,,8,7,5,5,4,6,3,4,1,4,4,5,5,6,4,5,5,8,0.475,1640,958.8,46.8,64.6,8.3,0
7,1,4,7,3,7,8,5,8,6,4,7,5,2,5,5,1,8,3,3,0.495,2614.4,1503.2,27.9,81.7,5.9,0
7,4,10,9,8,7,2,4,0,4,4,8,6,6,4,1,5,0,4,7,0.5,2586.6,1462.2,30.6,70.4,6.1,1
7,4,6,2,4,3,4,5,2,2,8,9,4,1,4,6,1,0,3,4,0.395,2502.3,1468.1,24.9,71.6,7.4,0
4,4,4,5,7,2,9,7,1,2,7,4,6,3,9,6,5,5,4,5,0.495,1744.4,1003.2,24.1,70.8,7.8,0
,2,4,8,2,5,4,9,4,7,5,4,4,5,6,5,11,3,6,3,0.5,1731.6,984.5,26.4,62.5,8,1
6,8,5,6,4,4,5,,10,3,7,4,6,6,7,2,4,7,7,7,0.56,2289.1,1368.7,27.8,75.4,7.2,1
4,6,4,1,,8,3,9,5,7,4,5,3,4,10,5,2,8,3,2,0.475,2009.8,1230.5,28.8,71.9,7.5,0
3,7,1,7,2,8,,3,4,6,7,5,2,3,4,4,5,9,2,7,0.47,1719.6,1012.2,29.3,69,8.3,0
5,7,8,1,3,4,5,4,5,1,5,4,3,3,3,5,9,6,6,1,0.44,2088.4,1217.9,25.1,79.1,8.3,0
5,6,8,4,4,6,2,7,5,7,9,11,4,9,6,7,6,8,2,1,0.585,2134.7,1217.1,28,67.8,7.4,1
4,2,0,5,10,5,6,4,0,4,5,3,2,5,11,3,5,4,2,6,0.43,1875.8,1072.7,28.2,61.9,7.3,0
3,4,8,7,7,4,6,7,9,12,6,7,9,5,7,7,7,3,6,8,0.66,1574.4,896.1,28.2,63.3,8.3,1
9,2,2,8,5,2,11,0,3,8,9,7,8,3,7,3,5,6,1,3,0.51,2874.1,1685.7,23.8,90.1,5.9,1
2,2,5,2,11,8,2,6,8,5,7,4,5,4,4,8,6,3,8,5,0.525,1531.5,912.1,31,54.6,8.3,1
10,5,11,5,3,3,6,5,5,4,3,2,5,5,2,3,5,7,10,5,0.52,3119.8,1767.5,23.5,96.4,5.8,1
5,8,6,7,1,6,6,4,7,8,8,8,7,5,6,4,5,4,3,1,0.545,2126.9,1262.5,27.2,76.7,7.8,1
3,7,8,6,6,6,3,10,8,8,3,4,1,4,5,10,9,4,4,4,0.565,1631.5,941,27.2,65.8,8.4,1
4,7,4,5,5,1,6,5,2,9,4,7,6,7,4,4,3,4,3,6,0.48,1736.4,973.1,23.4,68.8,8.3,0
1,8,4,6,5,4,5,4,6,4,0,0,5,4,7,2,5,4,4,4,0.41,1189.8,667.6,27.9,55.5,9.8,0
4,4,10,3,6,5,8,6,9,7,5,5,5,8,3,3,0,4,6,9,0.55,1869.6,1107.1,27.5,64.7,7.7,1
9,5,5,4,4,2,3,2,6,4,4,3,4,3,3,5,3,7,8,5,0.445,2898,1679.2,24.5,86.3,6.3,0
5,4,5,4,6,5,8,6,3,4,4,3,7,8,3,5,4,2,5,7,0.49,2113.4,1236.7,29,67,7.6,0
3,5,5,5,6,6,3,6,8,3,5,4,4,5,3,3,4,9,5,2,0.47,1670.3,956.6,29.8,74.8,7.6,0
11,3,2,2,5,9,5,3,2,2,6,8,7,4,7,9,7,3,1,4,0.5,3570.1,2057.7,30,94.1,3.7,1
3,6,4,5,6,4,2,3,8,6,3,4,1,10,9,3,3,6,9,5,0.5,1526.1,899.2,26.1,65,8.7,1
4,7,8,1,7,4,6,3,5,6,7,2,5,5,5,6,5,5,1,3,0.475,1839.8,1079.6,25.5,68,8.6,0
5,4,8,4,3,4,8,2,7,3,3,2,9,6,7,3,5,7,3,4,0.485,2020.1,1152.3,24.5,72,6.7,0
6,,4,3,2,9,,3,6,2,4,6,6,2,3,2,4,8,4,5,0.45,2384.8,1384.8,28.8,79.7,6.5,0
6,5,4,4,4,2,3,5,9,8,8,4,4,5,13,2,3,5,4,7,0.525,2159.3,1256.5,23.6,74.4,7.6,1
5,3,6,9,3,6,5,6,5,8,2,2,3,4,1,6,3,4,6,4,0.455,2164.9,1244,26.8,67.9,7,0
9,4,5,3,5,7,7,7,7,6,9,8,6,6,2,7,5,4,7,4,0.59,3062,1711.1,28.1,90.9,4.6,1
4,,5,4,5,10,5,5,2,3,4,4,8,5,6,10,5,4,7,5,0.54,1982.6,1165.3,31.9,71.2,7.1,1
6,4,6,9,3,6,1,8,8,5,3,9,1,2,7,3,4,3,7,4,0.495,2340.3,1379.6,27.9,73.9,6.7,0
2,5,5,3,2,10,8,7,2,6,6,3,3,6,5,1,4,5,7,3,0.465,1541.8,890.8,31.9,57,8.1,0
6,4,3,2,5,5,1,2,4,5,10,11,1,2,3,7,4,6,3,3,0.435,2339.9,1392.3,26.6,82.6,6.4,0
3,4,6,4,7,3,6,5,6,2,3,6,2,2,6,2,3,0,5,4,0.395,1571.1,928.1,27.2,52,8.1,0
6,3,7,5,3,1,3,11,2,7,7,4,9,3,4,7,4,5,7,4,0.51,2175.8,1261.5,22.4,77.9,7,1
5,4,6,1,3,3,7,5,6,3,1,5,6,9,7,6,6,4,4,6,0.485,1996,1222.3,24.3,66.9,6.8,0
5,2,3,2,7,4,6,5,6,4,4,2,3,11,2,4,5,6,4,7,0.46,2007.1,1163.4,25.9,73.4,7.4,0
7,4,2,5,1,9,1,3,10,8,6,7,7,4,6,5,3,3,10,5,0.53,2670.8,1581.2,29.4,78.1,6,1
4,7,6,5,3,3,4,3,6,6,7,4,4,5,7,5,2,4,4,5,0.47,1798.2,1075.8,24.8,67.1,8.9,0
9,7,9,2,6,10,5,7,10,7,1,11,7,6,5,4,13,3,4,5,0.655,3086.3,1824.5,31.4,82.2,4.5,1
5,3,4,3,4,7,5,5,7,3,7,7,5,5,6,6,3,1,9,0,0.475,2058.7,1193.5,28.5,56.6,7,0
2,6,3,4,5,6,1,5,3,7,10,6,7,8,5,6,6,9,1,6,0.53,1428.9,859.6,27.4,68.3,8.8,1
6,8,5,10,4,6,2,10,4,2,12,3,6,7,1,7,7,1,4,9,0.57,2353.2,1372.7,27.2,63.6,6.3,1
8,2,3,3,6,1,8,8,,2,5,5,6,4,5,4,3,4,4,8,0.51,2509.9,1470,22.8,84.5,6.8,1
4,5,5,5,5,7,4,3,4,4,4,2,5,6,3,8,6,4,6,1,0.455,1919.7,1112.1,28.1,75.4,8,0
6,10,3,2,4,5,5,4,5,8,3,8,4,7,7,2,5,4,6,4,0.51,2384.1,1395.2,26.2,73.2,7.7,1
11,3,4,8,7,5,6,6,2,2,4,3,4,6,9,3,4,5,4,8,0.52,3374.1,1967,26.8,96.6,5.1,1
4,3,2,4,3,6,2,6,10,1,6,8,8,5,3,5,6,7,2,9,0.5,1905.4,1095.9,28.4,70.5,7.6,1
6,6,11,5,5,8,2,5,9,9,7,3,1,4,9,5,5,3,3,5,0.555,2359.6,1347.4,30.6,73.4,6.4,1
3,4,8,4,8,2,5,2,2,3,4,2,4,4,6,3,6,7,4,6,0.435,1577.2,929.4,26,69.6,9.5,0
7,5,5,3,6,5,6,7,4,5,3,3,2,4,5,2,7,3,5,4,0.455,2450.9,1453.3,27.4,79.3,7,0
5,8,3,3,6,4,5,5,6,4,3,7,6,5,5,6,3,8,3,2,0.485,1997.3,1162.4,27.1,76.6,7.6,0
7,4,7,8,4,3,5,5,2,3,7,0,5,8,3,5,3,4,6,9,0.49,2413.1,1378.6,23.9,78.4,6.9,0
6,3,5,4,3,8,6,3,6,4,4,6,4,7,8,4,3,4,7,6,0.505,2405.1,1400.8,29,76.1,5.6,1
3,5,2,5,5,6,3,6,4,8,4,6,8,3,3,4,2,3,3,7,0.45,1657.6,955.5,27.8,61,8.2,0
4,5,5,5,2,5,5,5,8,3,4,6,4,7,8,6,3,4,4,8,0.505,1891.7,1090.9,25.9,69.5,8.1,1
8,7,3,8,9,6,5,3,8,,2,2,3,6,6,5,3,8,4,2,0.515,2720.1,1613.8,29.2,91,6.2,1
9,4,4,7,7,8,10,2,4,3,7,9,3,7,8,3,2,4,8,6,0.575,3081.8,1825.8,28.5,87,6.1,1
5,6,10,8,3,7,5,4,3,6,3,2,4,2,4,4,4,7,5,4,0.48,2145.8,1246.7,28.1,73.7,7.1,0
1,6,5,6,4,,5,4,4,5,7,6,8,6,4,6,4,3,1,4,0.47,1241.1,748.7,27.4,50.1,9.2,0
5,5,5,9,4,4,4,7,6,6,7,9,9,7,6,3,4,7,1,6,0.57,2049.2,1176,25.4,77.8,7.4,1
4,7,4,5,6,4,5,3,7,5,7,8,3,8,6,5,1,7,5,2,0.51,1838.9,1089.3,27.6,76.3,8.5,1
4,0,9,4,3,4,3,5,3,6,5,4,3,4,1,4,7,4,3,4,0.4,1823.7,1068.1,26.5,71.8,8.2,0
4,1,8,3,5,1,4,4,3,11,9,7,5,5,5,4,6,8,6,8,0.535,1636.1,980.8,24.4,72.1,8.6,1
4,10,3,9,5,5,3,3,6,6,2,3,5,5,5,2,9,4,1,4,0.47,1932.3,1111.9,26.8,63.8,8.6,0
10,6,3,7,1,1,,5,6,4,2,8,4,8,9,3,4,3,4,4,0.51,3030.2,1803.7,22.2,88.7,5.7,1
3,2,4,4,5,6,5,4,5,7,7,7,6,2,1,6,4,6,3,3,0.45,1689.9,965.9,29.3,64.4,8.6,0
6,8,5,3,6,7,5,4,4,3,1,6,3,3,6,8,5,6,5,4,0.49,2333.7,1311.3,29.9,76.9,6.3,0
3,6,5,5,4,5,5,3,5,8,6,6,7,3,11,6,4,6,5,8,0.555,1605.8,931.6,25.9,61.4,9,1
9,5,4,7,4,3,7,4,4,6,7,5,4,3,4,5,5,8,3,1,0.49,2895.5,1692.4,24.1,84.4,5.8,0
3,1,5,5,4,4,6,8,6,4,6,4,9,5,6,11,4,3,5,11,0.55,1572.4,916.2,25.9,59.8,8.5,1
5,4,5,5,3,3,7,8,9,7,2,3,7,5,6,6,3,8,5,3,0.52,2055.7,1189.6,24.1,79.9,7.7,1
1,2,4,4,3,9,5,7,4,2,5,6,4,7,4,6,4,6,5,2,0.45,1393.4,797.8,29.5,56.7,8.1,0
7,,6,8,1,4,2,6,5,6,3,4,4,5,4,4,9,2,6,5,0.48,2532.6,1419,26,73.8,7.3,0
7,4,2,3,4,2,4,3,,2,2,7,5,4,4,8,1,3,4,6,0.39,2427.5,1428,24.4,79.9,7.1,0
5,4,7,3,7,4,5,4,1,3,4,3,3,5,5,7,4,6,5,3,0.44,2045.9,1157.6,26.6,70.2,7.2,0
5,10,5,5,7,3,4,4,4,6,2,3,7,11,6,6,8,1,8,3,0.54,2017.8,1178.6,25.6,63.3,8,1
7,4,6,9,4,4,2,6,5,7,2,6,6,3,6,5,4,6,3,2,0.485,2432,1395.7,25.4,82.8,6.8,0
6,3,12,10,8,4,3,5,2,7,6,2,4,6,7,3,4,3,1,3,0.495,2300.3,1325.7,26.3,76.7,6.3,0
5,5,6,6,4,8,5,6,4,4,6,5,4,5,3,2,4,4,9,4,0.495,2215.1,1275.8,28.2,66.5,6.6,0
2,7,4,1,9,8,6,9,3,2,3,12,7,9,8,2,3,6,5,5,0.555,1450.9,831.1,32.2,57.6,7.6,1
4,4,7,4,5,3,4,2,2,7,7,4,5,5,4,4,3,3,4,3,0.42,1754.3,1023.8,26.1,62.1,8.1,0
,5,4,5,,4,3,6,7,,1,6,8,6,6,5,8,5,8,6,0.545,2602.1,1515.9,26.2,83.1,6.3,1
4,4,7,4,6,9,5,7,11,5,6,9,2,5,5,7,4,4,9,5,0.59,2034.3,1229.5,32.5,68.1,7.2,1
6,7,9,2,5,8,5,7,5,8,6,4,7,10,9,6,3,4,4,6,0.605,2410.6,1373.4,29.5,76.3,6.7,1
4,4,3,4,6,2,5,3,2,5,5,7,7,4,2,3,2,5,6,7,0.43,1798,1035.7,25.3,68.7,8.1,0
3,5,5,3,10,5,6,5,6,3,3,2,6,11,4,3,3,4,7,6,0.5,1565.2,920.2,28,58.5,7.8,1
6,4,7,2,7,5,7,6,3,3,3,0,6,3,3,3,1,3,4,6,0.41,2229.5,1305.1,28.3,74.9,7.2,0
6,4,6,6,6,7,5,3,5,6,2,3,3,2,4,4,8,8,5,8,0.505,2333.8,1367.6,28.5,77,7,1
4,6,11,3,6,10,6,3,0,4,10,7,7,3,6,9,4,2,8,9,0.59,2022.3,1171,31.8,63.9,6.4,1
11,3,5,5,8,8,,2,2,4,3,2,8,3,4,7,4,5,7,4,0.495,3522.1,2035.1,29.6,94.1,4.4,0
5,,4,6,4,5,2,6,5,3,4,4,6,2,3,6,2,3,2,3,0.385,2122.9,1229.9,27,66.2,7.2,0
2,6,6,,4,4,3,8,4,4,6,5,7,1,4,5,9,3,4,4,0.45,1369.7,808.5,25.1,62.5,9.3,0
10,9,5,,7,4,2,1,4,5,5,6,9,3,8,7,10,6,4,5,0.57,3174.2,1846.9,26.2,93.5,5.4,1
6,9,2,2,2,5,1,2,5,7,3,5,4,3,3,9,13,7,10,4,0.51,2306.5,1331.1,26.9,80.3,6.7,1
4,7,6,3,6,4,5,1,5,3,4,7,4,4,5,3,10,6,2,7,0.48,1853.8,1101.1,26.7,71.9,7.5,0
5,5,3,6,5,6,3,4,7,5,7,6,4,5,5,6,3,3,9,8,0.525,2120.7,1272.4,28.2,64.8,7.1,1
4,8,4,5,8,5,5,5,1,,10,4,4,11,3,3,5,5,5,6,0.545,1834,1063.5,28.5,71.9,7.9,1
2,9,7,7,3,6,2,3,3,6,7,6,7,4,2,7,6,4,7,2,0.5,1431.2,842.9,28.7,61,8.9,1
9,7,1,6,10,2,6,9,3,7,4,4,2,3,2,4,2,4,8,4,0.485,2880.2,1638.8,26.7,80.5,5.7,0
3,4,5,5,6,7,7,2,7,2,6,3,6,0,4,4,2,3,4,3,0.415,1705.5,998.2,30.7,61.3,8.3,0
8,5,5,4,8,8,4,7,5,3,1,7,6,11,3,4,6,2,9,5,0.555,2886.1,1689.5,29.5,77.5,5.4,1
6,8,4,6,4,6,6,8,6,2,6,3,6,3,6,2,10,2,4,3,0.505,2363.1,1359.8,26.6,72.4,7.1,1
7,5,2,4,11,0,5,5,4,9,8,5,9,5,1,5,6,5,4,8,0.54,2337.7,1369.8,25.5,82.9,7.6,1
7,2,12,8,3,6,5,4,5,2,6,2,5,9,3,7,1,8,2,6,0.515,2539.7,1453.4,26.8,82.3,5.9,1
1,3,1,7,7,6,5,2,3,7,5,6,8,4,3,7,2,6,6,6,0.475,1251.4,722.3,29.6,57.1,9.1,0
6,2,4,10,5,4,2,2,4,2,1,3,6,5,1,6,8,4,4,2,0.405,2253.3,1319.9,24.6,75.7,6.8,0
4,5,3,2,9,4,4,2,5,5,2,3,6,4,9,4,3,3,3,3,0.415,1862.3,1039.7,26.2,67.9,8.5,0
4,4,7,3,4,11,4,3,5,5,4,1,2,1,3,9,3,9,5,3,0.45,2086.7,1208.2,32,71.4,7,0
7,3,3,7,3,4,3,5,6,4,6,3,6,5,5,4,4,4,6,7,0.475,2496.3,1427.5,26.3,79.9,6.8,0
3,6,12,7,5,7,6,5,5,6,1,3,2,7,3,4,6,3,4,6,0.505,1678.7,944.6,28.5,62,7.7,1
5,,2,,6,,5,5,3,7,8,6,5,4,2,3,6,9,3,4,0.5,2121.8,1236.8,29.5,76.3,7.4,1
